"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","board.number","board.name","board.type","school.number","school.name","school.type","school.special.condition.code","school.level","school.language","grade.range","street","city","province","postal.code","enrolment","latitude","longitude","percentage.of.students.whose.first.language.is.not.english","percentage.of.students.whose.first.language.is.not.french","percentage.of.students.who.are.new.to.canada.from.a.non.english.speaking.country","percentage.of.students.who.are.new.to.canada.from.a.non.french.speaking.country","percentage.of.students.receiving.special.education.services","percentage.of.students.identified.as.gifted","percentage.of.school.aged.children.who.live.in.low.income.households","percentage.of.students.whose.parents.have.no.degree..diploma.or.certificate","confirmed_unidentified_cases"
2021-09-29,2021-09-30,"Peterborough Victoria Northum Clarington Catholic District School Board","731358","Monsignor Leo Cleary Catholic Elementary School","Clarington",9,1," 0",10,"B67067","Peterborough Victoria Northum Clarington CDSB","Cath Dist Sch Brd (E/F)","731358","Monsignor Leo Cleary Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","3820 Courtice Rd N","Courtice","Ontario","L1E2L5","195",43.9319,-78.7898,5,100,0,0,10,0,10,0,0
2021-09-29,2021-09-30,"Peterborough Victoria Northum Clarington Catholic District School Board","774383","St. Anthony Catholic Elementary School","Port Hope",4,0," 0",4,"B67067","Peterborough Victoria Northum Clarington CDSB","Cath Dist Sch Brd (E/F)","774383","St. Anthony Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","74 Toronto Rd","Port Hope","Ontario","L1A3R9","360",43.95341,-78.3136,0,100,0,0,15,0,15,0,0
2021-09-29,2021-09-30,"Peterborough Victoria Northum Clarington Catholic District School Board","788147","St. Elizabeth Catholic Elementary School","Clarington",2,0," 0",2,"B67067","Peterborough Victoria Northum Clarington CDSB","Cath Dist Sch Brd (E/F)","788147","St. Elizabeth Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","610 Longworth Ave","Bowmanville","Ontario","L1C5B8","585",43.92882,-78.693,3,100,1,0,14,1,8,1,0
2021-09-29,2021-09-30,"Provincial and Demonstration Schools","B76686","Board Site","Milton",0,1," 0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-09-29,2021-09-30,"Provincial and Demonstration Schools","417580","Ernest C Drury School for the Deaf","Milton",1,0," 0",1,"B76686","Provincial and Demonstration Schools","Provincial/Hospital","417580","Ernest C Drury School for the Deaf","Provincial","Deaf","Elementary","English","JK-8","255 Ontario St","Milton","Ontario","L9T2M5","100",43.51429,-79.8677,15,100,10,10,100,0,0,0,0
2021-09-29,2021-09-30,"Rainbow District School Board","002283","Adamsdale Public School","Greater Sudbury",4,0," 0",4,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","002283","Adamsdale Public School","Public","Not applicable","Elementary","English","JK-6","181 First Ave","Sudbury","Ontario","P3B3L3","195",46.49473,-80.9378,0,100,10,10,15,0,35,10,0
2021-09-29,2021-09-30,"Rainbow District School Board","084310","Carl A Nesbitt Public School","Greater Sudbury",2,0," 0",2,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","084310","Carl A Nesbitt Public School","Public","Not applicable","Elementary","English","JK-8","1241 Roy St","Sudbury","Ontario","P3A3M5","235",46.52447,-80.9502,0,100,0,0,5,0,20,5,0
2021-09-29,2021-09-30,"Rainbow District School Board","122920","Copper Cliff Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","122920","Copper Cliff Public School","Public","Not applicable","Elementary","English","JK-8","50 School St","Copper Cliff","Ontario","P0M1N0","195",46.4747,-81.0744,5,100,0,0,30,0,10,0,0
2021-09-29,2021-09-30,"Rainbow District School Board","359529","Lasalle Elementary","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","359529","Lasalle Elementary","Public","Not applicable","Elementary","English","7-8","1545 Kennedy Street","Sudbury","Ontario","P3A2G1","NA",46.52479,-80.93887,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-09-29,2021-09-30,"Rainbow District School Board","920622","Lasalle Secondary School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","359529","Lasalle Elementary","Public","Not applicable","Elementary","English","7-8","1545 Kennedy Street","Sudbury","Ontario","P3A2G1","NA",46.52479,-80.93887,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-09-29,2021-09-30,"Rainbow District School Board","136964","R. H. Murray Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","136964","R. H. Murray Public School","Public","Not applicable","Elementary","English","JK-8","3 Henry St RR 1","Whitefish","Ontario","P0M3E0","125",46.38024,-81.3161,0,100,0,0,10,0,5,0,0
2021-09-29,2021-09-30,"Rainbow District School Board","468070","R L Beattie Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","468070","R L Beattie Public School","Public","Not applicable","Elementary","English","JK-6","102 Loach's Rd","Sudbury","Ontario","P3E2P7","655",46.4501,-80.9939,1,100,2,1,1,0,9,2,0
2021-09-29,2021-09-30,"Rainbow District School Board","569992","Valley View Public School","Greater Sudbury",1,0," 0",1,"B28029","Rainbow DSB","Pub Dist Sch Brd (E/F)","569992","Valley View Public School","Public","Not applicable","Elementary","English","JK-8","1840 Valleyview Rd","Val Caron","Ontario","P3N1S1","620",46.59533,-81.0169,1,99,0,0,9,0,9,3,0
2021-09-29,2021-09-30,"Rainy River District School Board","097209","Crossroads Elementary Public School","La Vallee",1,0," 0",1,"B28053","Rainy River DSB","Pub Dist Sch Brd (E/F)","097209","Crossroads Elementary Public School","Public","Not applicable","Elementary","English","JK-8","195 Highway 613 Hwy N 1","Devlin","Ontario","P0W1C0","130",48.62756,-93.6729,10,100,0,0,20,0,0,0,0
2021-09-29,2021-09-30,"Renfrew County Catholic District School Board","742147","Our Lady of Fatima Separate School","Renfrew",2,0," 0",2,"B67199","Renfrew County CDSB","Cath Dist Sch Brd (E/F)","742147","Our Lady of Fatima Separate School","Catholic","Not applicable","Elementary","English","JK-8","228 Mason Ave","Renfrew","Ontario","K7V3Y3","285",45.47932,-76.7012,0,100,0,0,10,0,25,10,0
2021-09-29,2021-09-30,"Renfrew County Catholic District School Board","814962","St Joseph's High School","Renfrew",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","810916","St Joseph's High School","Catholic","Not applicable","Secondary","English","9-12","100 Bill Martyn Pkwy RR 4","St. Thomas","Ontario","N5R6A7","730",42.7538,-81.168,2,100,1,1,20,1,10,6,0
2021-09-29,2021-09-30,"Simcoe County District School Board","186666","Alliston Union Public School","New Tecumseth",2,0," 0",2,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","186666","Alliston Union Public School","Public","Not applicable","Elementary","English","JK-8","211 Church Street","Alliston","Ontario","L9R0G3","625",44.16209,-79.8715,12,100,0,1,15,0,13,2,0
2021-09-29,2021-09-30,"Simcoe County District School Board","034762","Baxter Central Public School","Essa",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","034762","Baxter Central Public School","Public","Not applicable","Elementary","English","JK-8","62 Denney Dr","Egbert","Ontario","L0L1N0","265",44.24576,-79.8328,0,100,0,0,10,0,10,5,0
2021-09-29,2021-09-30,"Simcoe County District School Board","080268","Cameron Street Public School","Collingwood",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","080268","Cameron Street Public School","Public","Not applicable","Elementary","English","JK-8","575 Cameron St","Collingwood","Ontario","L9Y2J4","530",44.48804,-80.2196,2,100,3,2,17,0,18,3,0
2021-09-29,2021-09-30,"Simcoe County District School Board","456756","Chris Hadfield Public School","Bradford West Gwillimbury",2,0," 0",2,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","456756","Chris Hadfield Public School","Public","Not applicable","Elementary","English","JK-8","211 West Park Ave","Bradford","Ontario","L3Z0B9","865",44.11824,-79.5692,46,100,5,5,13,0,14,8,0
2021-09-29,2021-09-30,"Simcoe County District School Board","384550","Fieldcrest Elementary School","Bradford West Gwillimbury",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","384550","Fieldcrest Elementary School","Public","Not applicable","Elementary","English","JK-8","100 Professor Day Dr","Bradford","Ontario","L3Z2B5","880",44.11542,-79.5813,32,100,5,4,12,0,13,6,0
2021-09-29,2021-09-30,"Simcoe County District School Board","273988","Huron Park Public School","Midland",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","273988","Huron Park Public School","Public","Not applicable","Elementary","English","JK-8","425 Robert St","Midland","Ontario","L4R2M2","435",44.74359,-79.8764,0,100,0,0,20,0,30,10,0
2021-09-29,2021-09-30,"Simcoe County District School Board","225946","Hyde Park Public School","Barrie",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","225946","Hyde Park Public School","Public","Not applicable","Elementary","English","JK-8","72 The Queensway","Barrie","Ontario","L4M7J3","645",44.35975,-79.6069,13,100,6,6,14,1,10,1,0
2021-09-29,2021-09-30,"Simcoe County District School Board","311251","Killarney Beach Public School","Innisfil",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","311251","Killarney Beach Public School","Public","Not applicable","Elementary","English","JK-8","850 20th Sideroad RR 1","Lefroy","Ontario","L0L1W0","325",44.25742,-79.5647,10,100,0,5,20,0,20,5,0
2021-09-29,2021-09-30,"Simcoe County District School Board","902636","Nottawasaga Pines Secondary School","Essa",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","902636","Nottawasaga Pines Secondary School","Public","Not applicable","Secondary","English","9-12","8505 County Road 10","Angus","Ontario","L0M1B1","735",44.31267,-79.8842,4,99,2,1,26,1,9,6,0
2021-09-29,2021-09-30,"Simcoe County District School Board","521248","Tecumseth South Central Public School","New Tecumseth",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","521248","Tecumseth South Central Public School","Public","Not applicable","Elementary","English","JK-8","2124 10TH SIDEROAD RR 3","TOTTENHAM","Ontario","L0G1W0","175",44.04289,-79.77362,5,100,0,0,15,0,10,10,0
2021-09-29,2021-09-30,"Simcoe County District School Board","579190","W. C. Little Elementary School","Barrie",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","579190","W. C. Little Elementary School","Public","Not applicable","Elementary","English","JK-8","11 Bear Creek Dr","Barrie","Ontario","L4N9M9","605",44.32856,-79.7302,10,100,4,4,15,0,11,8,0
2021-09-29,2021-09-30,"Simcoe County District School Board","585599","W. H. Day Elementary School","Bradford West Gwillimbury",2,0," 0",2,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","585599","W. H. Day Elementary School","Public","Not applicable","Elementary","English","JK-8","410 Maplegrove Ave","Bradford","Ontario","L3Z2V4","785",44.10451,-79.5695,24,99,3,3,13,0,14,10,0
2021-09-29,2021-09-30,"Simcoe County District School Board","429619","Worsley Elementary School","Wasaga Beach",1,0," 0",1,"B66109","Simcoe County DSB","Pub Dist Sch Brd (E/F)","429619","Worsley Elementary School","Public","Not applicable","Elementary","English","JK-8","31 40th St","Wasaga Beach","Ontario","L9Z1Z9","660",44.47926,-80.0643,2,100,1,0,18,0,14,6,0
2021-09-29,2021-09-30,"Simcoe Muskoka Catholic District School Board","B67091","Board Site","Barrie",0,1," 0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-09-29,2021-09-30,"Simcoe Muskoka Catholic District School Board","732311","Monsignor Clair Separate School","Barrie",3,0," 0",3,"B67091","Simcoe Muskoka CDSB","Cath Dist Sch Brd (E/F)","732311","Monsignor Clair Separate School","Catholic","Not applicable","Elementary","English","JK-8","345 Livingstone St E","Barrie","Ontario","L4M7B5","215",44.4138,-79.6853,0,100,0,5,20,0,20,5,0
2021-09-29,2021-09-30,"Simcoe Muskoka Catholic District School Board","813389","St Joseph's Separate School","Barrie",2,0," 0",2,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","810916","St Joseph's High School","Catholic","Not applicable","Secondary","English","9-12","100 Bill Martyn Pkwy RR 4","St. Thomas","Ontario","N5R6A7","730",42.7538,-81.168,2,100,1,1,20,1,10,6,0
2021-09-29,2021-09-30,"Simcoe Muskoka Catholic District School Board","824690","St. Marie of the Incarnation Separate School","Bradford West Gwillimbury",0,1," 0",1,"B67091","Simcoe Muskoka CDSB","Cath Dist Sch Brd (E/F)","824690","St. Marie of the Incarnation Separate School","Catholic","Not applicable","Elementary","English","JK-8","105 Colborne St","Bradford","Ontario","L3Z1C4","745",44.1193,-79.5609,6,100,3,4,20,0,14,7,0
2021-09-29,2021-09-30,"Simcoe Muskoka Catholic District School Board","833061","St Michael the Archangel Catholic Elementary School","Barrie",1,0," 0",1,"B67091","Simcoe Muskoka CDSB","Cath Dist Sch Brd (E/F)","833061","St Michael the Archangel Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","349 Big Bay Point Rd","Barrie","Ontario","L4N8A2","325",44.35372,-79.6598,10,100,5,0,25,0,20,0,0
2021-09-29,2021-09-30,"Simcoe Muskoka Catholic District School Board","844012","St Peter's Secondary School","Barrie",0,1," 0",1,"B67091","Simcoe Muskoka CDSB","Cath Dist Sch Brd (E/F)","844012","St Peter's Secondary School","Catholic","Not applicable","Secondary","English","9-12","201 Ashford Dr","Barrie","Ontario","L4N6A3","1260",44.3549,-79.6398,6,100,2,1,19,1,10,5,0
2021-09-29,2021-09-30,"Simcoe Muskoka Catholic District School Board","852775","St Theresa's Separate School","Midland",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","729140","St Theresa Separate School","Catholic","Not applicable","Elementary","English","JK-8","108 Fairlane Ave","London","Ontario","N6K3E6","310",42.9483,-81.3391,0,100,0,0,0,0,10,0,0
2021-09-29,2021-09-30,"Simcoe Muskoka Catholic District School Board","773050","St Thomas Aquinas Catholic Secondary School","New Tecumseth",0,1," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","854280","St Thomas Aquinas Secondary School","Catholic","Not applicable","Secondary","English","9-12","1360 Oxford St W","London","Ontario","N6H1W2","920",42.9691,-81.3348,5,100,3,3,15,1,10,2,0
2021-09-29,2021-09-30,"St Clair Catholic District School Board","710970","Gregory A Hogan Catholic School","Sarnia",4,0," 0",4,"B67040","St Clair CDSB","Cath Dist Sch Brd (E/F)","710970","Gregory A Hogan Catholic School","Catholic","Not applicable","Elementary","English","JK-8","1825 Hogan Dr","Sarnia","Ontario","N7S6G9","530",43.0109,-82.3598,5,100,3,3,7,0,16,3,0
2021-09-29,2021-09-30,"St Clair Catholic District School Board","690762","St. Angela Merici Catholic School","Chatham-Kent",2,0," 0",2,"B67040","St Clair CDSB","Cath Dist Sch Brd (E/F)","690762","St. Angela Merici Catholic School","Catholic","Not applicable","Elementary","English","JK-8","801 McNaughton Avenue West","Chatham","Ontario","N7L5P7","NA",42.399037,-82.225453,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-09-29,2021-09-30,"St Clair Catholic District School Board","770671","St Anne Catholic School","Sarnia",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","771139","St Anne's Separate School","Catholic","Not applicable","Elementary","English","JK-8","1366 Huron St","London","Ontario","N5V2E2","270",43.02133,-81.2129,20,100,15,10,15,0,30,5,0
2021-09-29,2021-09-30,"St Clair Catholic District School Board","788813","St Elizabeth Catholic School","Chatham-Kent",2,1," 0",3,"B67040","St Clair CDSB","Cath Dist Sch Brd (E/F)","788813","St Elizabeth Catholic School","Catholic","Not applicable","Elementary","English","JK-8","1350 Bertha St","Wallaceburg","Ontario","N8A3K4","170",42.59725,-82.4,0,100,0,0,20,0,20,10,0
